"Source path before the run","Source path after the run","Parent of the recipe that made changes","Recipe that made changes","Estimated time saving","Cycle"
"src/main/java/com/javatechie/crud/example/SpringBootCrudExample2Application.java","src/main/java/com/javatechie/crud/example/SpringBootCrudExample2Application.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.UpgradeBuildToJava17","0","1"
"src/main/java/com/javatechie/crud/example/SpringBootCrudExample2Application.java","src/main/java/com/javatechie/crud/example/SpringBootCrudExample2Application.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/main/java/com/javatechie/crud/example/SpringBootCrudExample2Application.java","src/main/java/com/javatechie/crud/example/SpringBootCrudExample2Application.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/main/java/com/javatechie/crud/example/SpringBootCrudExample2Application.java","src/main/java/com/javatechie/crud/example/SpringBootCrudExample2Application.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/main/java/com/javatechie/crud/example/service/ProductService.java","src/main/java/com/javatechie/crud/example/service/ProductService.java","org.openrewrite.java.migrate.UpgradeBuildToJava11","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/main/java/com/javatechie/crud/example/service/ProductService.java","src/main/java/com/javatechie/crud/example/service/ProductService.java","org.openrewrite.java.migrate.Java8toJava11","org.openrewrite.java.migrate.UpgradeBuildToJava11","0","1"
"src/main/java/com/javatechie/crud/example/service/ProductService.java","src/main/java/com/javatechie/crud/example/service/ProductService.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.Java8toJava11","0","1"
"src/main/java/com/javatechie/crud/example/service/ProductService.java","src/main/java/com/javatechie/crud/example/service/ProductService.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/main/java/com/javatechie/crud/example/service/ProductService.java","src/main/java/com/javatechie/crud/example/service/ProductService.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/main/java/com/javatechie/crud/example/service/ProductService.java","src/main/java/com/javatechie/crud/example/service/ProductService.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/main/java/com/javatechie/crud/example/service/ProductService.java","src/main/java/com/javatechie/crud/example/service/ProductService.java","org.openrewrite.java.migrate.UpgradeBuildToJava17","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/main/java/com/javatechie/crud/example/service/ProductService.java","src/main/java/com/javatechie/crud/example/service/ProductService.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.UpgradeBuildToJava17","0","1"
"src/main/java/com/javatechie/crud/example/service/ProductService.java","src/main/java/com/javatechie/crud/example/service/ProductService.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/main/java/com/javatechie/crud/example/service/ProductService.java","src/main/java/com/javatechie/crud/example/service/ProductService.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/main/java/com/javatechie/crud/example/service/ProductService.java","src/main/java/com/javatechie/crud/example/service/ProductService.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","org.openrewrite.java.migrate.UpgradeBuildToJava11","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","org.openrewrite.java.migrate.Java8toJava11","org.openrewrite.java.migrate.UpgradeBuildToJava11","0","1"
"src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.Java8toJava11","0","1"
"src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","org.openrewrite.java.migrate.UpgradeBuildToJava17","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.UpgradeBuildToJava17","0","1"
"src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","src/main/java/com/javatechie/crud/example/service/TTNUserDetailsService.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","org.openrewrite.java.testing.mockito.Mockito1to3Migration","org.openrewrite.java.testing.mockito.CleanupMockitoImports","300","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","org.openrewrite.java.testing.mockito.Mockito1to4Migration","org.openrewrite.java.testing.mockito.Mockito1to3Migration","300","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","org.openrewrite.java.testing.junit5.UseMockitoExtension","org.openrewrite.java.testing.mockito.Mockito1to4Migration","300","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","org.openrewrite.java.testing.junit5.JUnit4to5Migration","org.openrewrite.java.testing.junit5.UseMockitoExtension","300","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration","org.openrewrite.java.testing.junit5.JUnit4to5Migration","300","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_4","org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration","300","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_5","org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_4","300","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_6","org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_5","300","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7","org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_6","300","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7","300","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","300","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","300","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","org.openrewrite.java.migrate.UpgradeBuildToJava11","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","org.openrewrite.java.migrate.Java8toJava11","org.openrewrite.java.migrate.UpgradeBuildToJava11","0","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.Java8toJava11","0","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","org.openrewrite.java.migrate.UpgradeBuildToJava17","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.UpgradeBuildToJava17","0","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/test/java/com/javatechie/crud/example/ProductControllerTest.java","src/test/java/com/javatechie/crud/example/ProductControllerTest.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","org.openrewrite.java.migrate.UpgradeBuildToJava11","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","org.openrewrite.java.migrate.Java8toJava11","org.openrewrite.java.migrate.UpgradeBuildToJava11","0","1"
"src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.Java8toJava11","0","1"
"src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
"src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","org.openrewrite.java.migrate.UpgradeBuildToJava17","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.UpgradeBuildToJava17","0","1"
"src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","org.openrewrite.java.migrate.UpgradeToJava17","0","1"
"src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","0","1"
"src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","src/test/java/com/javatechie/crud/example/SpringBootCrudExample2ApplicationTests.java","","org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","0","1"
